site,url,date_published,title,raw_title,description,published_by
facebook,https://www.thecrimson.com/article/2004/2/9/hundreds-register-for-new-facebook-website/,09-02-2004,Hundreds Register for New Facebook Website,Hundreds Register for New Facebook Website | News | The Harvard Crimson,"When Mark E. Zuckerberg ’06 grew impatient with the creation of an official universal Harvard facebook, he decided to take matters into his own hands.",www.thecrimson.com
